POSTCODE,POSTAL_COMMERCIAL_PROPERTIES,ALL_COMMERCIAL,RESIDENTIAL_PROPERTIES
NE47 9QF,1,1,1
NE65 9LE,0,1,1
NE67 5AY,2,2,6
NE23 3DG,0,0,1
NE24 1PN,0,0,5
TD15 1PW,0,0,21
NE24 5SH,0,0,36
NE24 5JH,0,0,58
NE24 4TZ,0,0,36
NE61 3YJ,2,2,5
NE61 2FY,0,0,44
NE66 3FA,1,1,38
NE61 2FJ,0,0,5
NE63 0SH,0,0,40
NE66 3NH,1,1,6
NE46 1UQ,2,2,43
NE46 1LW,3,4,9
NE46 1XJ,0,1,0
NE46 4NF,0,0,5
NE23 1RG,0,0,12
NE42 6AL,0,0,25
NE65 8DS,1,1,15
TD12 4QR,1,1,9
TD12 4SS,0,1,4
NE46 4LT,0,0,8
NE66 4JG,0,0,1
NE48 2SD,0,1,1
NE61 2TW,6,6,6
NE24 2AP,7,7,1
NE49 9AU,1,1,13
NE63 9FZ,1,1,0
NE48 2RA,4,4,23
NE68 7SJ,3,3,1
NE68 7SN,1,2,0
NE24 3QU,0,0,26
NE24 4DS,0,0,23
NE61 3BF,4,4,16
NE24 2SY,1,1,28
NE24 1DX,3,3,3
NE24 1AW,3,3,0
TD15 1HA,0,0,2
NE41 8BQ,0,0,8
NE22 5SB,0,0,7
NE22 5SE,0,0,35
NE24 2HP,1,1,11
NE61 5BQ,2,2,15
NE65 9DS,1,1,38
NE46 4JW,4,4,1
NE24 2BU,6,6,2
NE61 1AL,11,11,4
NE61 2FR,0,0,14
NE24 1PZ,0,0,22
NE24 4TH,0,0,23
NE65 0FB,10,10,19
NE20 9HG,0,0,23
NE22 5SA,0,0,9
NE67 5HQ,0,1,1
NE66 7JR,0,0,0
NE61 3FE,0,0,8
NE66 4RE,1,1,15
NE42 5PN,0,0,27
NE61 1XX,0,0,11
NE24 3HQ,0,0,18
TD15 1QN,0,0,9
NE61 2TL,0,0,13
NE63 0AE,8,8,0
NE23 7XH,0,0,9
NE61 2GP,0,0,25
CA8 7EW,1,1,3
NE65 9RJ,0,0,33
NE62 5NZ,0,0,5
NE24 4RY,0,0,17
NE66 1QQ,2,2,3
NE65 0LF,2,4,10
NE45 5SD,0,0,0
NE24 5DL,0,0,10
NE69 7AN,3,3,20
NE65 0SS,9,9,13
NE65 9PT,1,1,17
TD12 4RR,0,0,11
NE66 1QL,0,0,1
NE45 5SP,0,0,0
NE24 1DJ,6,7,0
NE67 5BN,2,2,1
NE24 2HF,0,0,28
TD15 1UR,1,1,3
NE66 2UP,1,1,30
NE24 5RX,0,0,27
NE63 9GQ,0,0,9
NE46 4PY,1,2,2
TD15 1BE,2,2,10
NE47 0HD,1,1,1
NE64 6UT,2,2,10
NE23 6RQ,1,1,61
NE42 5BS,3,3,9
NE24 3QF,3,3,6
NE20 9BB,1,1,0
NE24 5JF,1,1,0
NE61 1DL,0,0,4
NE65 0FN,1,1,5
NE20 9JB,0,0,25
NE42 5PS,0,0,4
NE23 2QF,0,0,34
NE20 9TN,1,1,1
NE24 3HS,0,0,46
NE20 9ND,0,0,28
NE43 7UR,0,0,13
NE23 3JP,1,1,0
NE47 0HX,2,2,7
NE49 9DQ,1,1,23
NE68 7SW,2,2,0
NE66 1LZ,8,8,15
NE42 6BJ,0,0,1
NE48 4AJ,1,1,42
DH8 9SG,0,0,3
NE63 9DH,1,1,1
NE43 7LL,1,1,0
NE20 0AL,1,1,8
NE45 5RA,1,1,1
NE48 1LX,1,1,0
NE61 1XY,0,0,0
NE61 4DZ,1,1,8
NE61 1TE,2,2,1
NE25 0FP,0,0,12
NE24 5HJ,0,0,29
NE15 0JS,1,2,0
NE42 6LP,1,1,0
NE61 5DF,0,0,3
NE66 2PH,2,2,1
NE65 8HX,1,1,10
NE65 0RB,5,5,0
NE46 1QS,1,1,0
NE70 7NF,1,2,4
TD15 1EF,1,1,0
NE46 1NF,11,12,0
NE47 5AR,4,4,15
NE47 6JN,1,1,51
NE61 5DY,1,1,1
NE64 6NW,1,1,6
NE49 9DJ,1,1,0
NE61 4EJ,1,1,30
NE46 1PE,1,1,0
NE46 2EB,3,3,7
NE46 1QW,1,1,0
NE46 1YA,1,1,4
NE61 6DH,0,0,3
NE63 8ST,1,1,0
NE46 4RL,0,0,3
NE46 1XH,1,1,0
NE65 7DQ,0,0,12
NE23 2UR,0,0,18
NE48 1PW,2,2,10
NE63 8QJ,1,1,0
TD15 1DJ,3,3,0
NE20 9NA,0,0,36
NE61 6BN,0,0,22
NE23 6SD,1,1,0
NE49 0ET,1,1,9
NE19 2SH,2,5,9
NE61 1NX,1,1,0
NE26 4JX,1,1,1
NE61 6JR,1,1,0
NE61 2ER,2,2,3
NE61 1SR,2,2,6
NE65 7SU,1,1,1
NE61 1PX,1,1,0
NE46 3SW,3,3,37
NE63 9XB,1,1,0
NE61 1AN,1,1,0
NE61 1YH,1,1,0
NE61 3NF,0,0,1
NE20 0DD,1,1,13
NE23 7EE,1,1,44
NE23 2DL,1,1,3
NE48 1NU,0,0,3
NE20 9NX,1,1,3
NE67 5JZ,0,0,9
NE61 5AH,0,1,8
NE24 1RJ,3,3,1
NE45 5DX,0,0,10
NE68 7RN,3,3,6
TD15 2HD,0,0,3
NE65 8PR,3,4,11
NE24 1ER,0,0,27
NE24 4HN,4,4,1
NE24 1LH,3,4,0
NE65 9AR,0,0,10
NE65 9QD,0,0,9
NE66 3PS,0,0,2
NE46 1EP,0,0,8
NE66 1AE,2,2,7
NE66 5RF,0,0,4
NE66 3JH,1,1,26
NE43 7TB,1,2,2
NE65 7SD,1,1,0
NE46 1QB,1,1,14
NE66 1BU,1,1,23
NE62 5ET,1,1,0
NE64 6EA,2,2,4
NE45 5LY,0,0,29
NE48 1BB,2,3,3
NE66 4TE,0,0,8
NE25 0RL,1,1,0
NE65 7SN,2,2,0
NE66 4XU,1,1,7
NE66 3UT,1,1,4
TD12 4UU,1,1,1
NE66 2LY,0,0,6
NE46 1LY,0,1,0
NE63 0BY,3,3,0
NE61 3XN,0,0,4
NE65 7LF,0,0,10
CA8 7LA,1,1,38
TD15 2SG,3,3,5
NE49 0EL,3,3,0
NE71 6HY,0,0,17
NE71 6DJ,0,0,18
NE42 6AA,1,1,3
NE20 0SR,0,0,3
NE43 7JH,6,7,6
TD12 4UA,0,1,6
TD15 2ST,0,1,9
NE48 4AG,1,1,1
NE24 3AF,40,40,0
NE70 7AB,1,1,0
TD15 2NE,0,0,1
NE66 1FB,0,0,15
NE23 8BX,0,0,20
NE61 2FH,0,0,15
NE24 3LF,0,0,37
NE23 1AQ,0,0,12
NE23 1AZ,0,0,20
NE67 5JU,0,0,7
NE65 8EU,0,0,1
NE61 2GE,0,0,4
NE61 3SB,5,6,2
NE25 0ND,0,0,23
NE61 3DL,0,0,16
NE65 0BB,1,1,13
NE71 6EX,1,1,3
NE63 8BN,0,0,10
NE23 1AW,0,0,3
NE66 3PJ,1,1,13
NE65 0BA,2,2,0
NE20 0FJ,0,0,2
NE20 0EW,0,0,7
NE61 5DN,0,0,0
NE23 6ED,0,0,1
NE25 0HQ,0,0,39
NE46 1QF,0,0,0
NE20 0BZ,0,0,2
NE47 7DU,0,0,13
NE48 3HU,0,0,2
NE47 8JL,0,0,1
NE24 4SL,0,0,2
NE47 0HS,0,0,1
NE48 2TE,0,0,5
NE63 8UG,3,3,0
NE63 8UQ,1,1,0
DH8 9LY,0,0,5
NE46 3ER,0,0,35
NE42 6HD,9,12,0
NE47 7AQ,0,0,2
NE20 0FS,0,0,1
NE65 8DG,0,0,3
NE47 0AT,0,0,8
NE20 0JT,0,0,3
NE20 9FA,0,0,1
NE65 8RX,0,0,4
NE61 1HU,0,0,9
NE46 1RS,0,0,3
NE47 0LG,0,0,7
NE46 2PQ,0,0,4
NE66 4BN,0,0,4
NE65 8JR,1,1,1
NE23 1DA,1,1,1
NE46 3DT,0,0,11
NE15 0HE,1,1,10
NE45 5PT,1,1,6
NE44 6AU,1,1,1
NE46 2NS,0,0,4
NE25 0HU,2,2,46
NE20 9RB,0,0,38
NE70 7QG,0,0,22
NE46 1SY,0,0,1
NE19 1RF,0,0,2
NE47 9EF,0,0,1
NE44 6DG,0,0,4
NE61 6NW,0,0,1
NE20 0JE,0,0,12
NE20 9EN,0,0,35
NE46 3HF,1,1,31
NE24 5QY,0,0,12
NE24 2UF,0,0,28
NE63 9GN,0,0,11
NE65 8AL,0,0,11
NE24 2QN,0,0,14
NE65 7EF,0,0,5
NE25 0GD,0,0,0
NE48 1EP,2,2,1
NE63 0FA,0,0,13
NE46 1UA,0,0,4
NE20 0BE,0,0,6
NE24 1PR,0,0,38
NE46 1AP,1,1,0
NE61 6GB,0,0,1
NE47 8AF,0,0,0
NE24 3EL,0,0,30
NE19 2AX,0,0,2
NE65 0HA,1,1,49
NE24 4QT,0,0,29
NE23 6SW,0,0,10
NE23 2SQ,0,0,7
NE47 9UR,0,0,6
NE19 2BD,0,0,2
NE61 5DD,2,2,0
NE19 2LJ,1,1,1
NE66 2HP,0,0,3
NE23 3UZ,0,0,51
NE44 6AD,0,0,4
NE65 9DY,0,0,7
NE24 3QZ,0,0,10
NE24 1PX,2,2,0
NE24 2SP,0,0,13
NE24 5HG,0,0,16
NE24 2RT,0,0,11
TD15 1LQ,0,0,6
TD15 1QB,0,0,46
TD15 1QF,0,0,8
TD15 1QG,0,0,16
TD15 2YA,0,0,30
NE24 5LF,0,0,8
TD15 1PT,0,0,78
NE24 4BL,0,0,13
NE24 3RN,0,0,6
NE24 5SQ,0,0,6
NE24 3PT,0,0,50
TD15 1HZ,0,0,4
TD15 1LE,0,0,16
TD15 1PU,0,0,28
NE67 5HY,0,0,2
NE24 1HH,0,0,6
NE23 6EH,0,0,52
NE23 1PH,0,0,43
NE23 6SL,0,0,9
NE24 3SN,0,0,19
NE24 2LH,0,0,3
TD15 1NX,0,0,36
TD15 1PJ,0,0,4
NE65 7UY,0,0,18
NE66 4LU,1,1,5
NE42 6JJ,0,0,13
NE24 1HE,0,0,9
NE23 3FY,0,0,27
NE24 3UG,0,0,12
NE26 4JJ,0,0,45
NE61 1DT,0,0,6
NE24 5DB,0,0,4
NE23 3ED,0,0,35
NE23 2YE,0,0,20
NE23 6AX,0,0,25
NE23 1PX,0,0,26
TD15 2LE,0,0,22
NE23 8EE,0,0,11
NE65 7QY,0,0,4
NE61 2XX,0,0,11
NE61 3RQ,0,0,4
NE23 6BB,0,0,11
NE25 0SH,0,0,20
NE24 3DD,0,0,3
TD15 2JT,0,0,55
NE65 8DW,0,0,20
NE23 8JG,0,0,18
TD15 2BY,0,0,25
NE24 5EL,0,0,17
NE23 2SA,0,0,27
NE23 3LE,0,0,53
NE23 6BQ,0,0,8
TD15 2RG,0,0,16
NE23 3TH,0,0,8
NE24 2HA,0,0,27
NE23 8DD,0,0,12
NE45 5AX,0,0,6
TD15 2DL,0,0,50
NE66 4RA,0,0,7
TD15 2AH,3,3,2
TD15 2AJ,1,1,9
NE23 1PE,0,0,19
NE24 4NE,0,0,21
NE18 0QS,0,0,8
NE23 6PJ,0,0,23
TD15 2BB,0,0,3
NE19 2PR,0,0,2
NE19 2PS,0,0,1
NE19 2BT,0,0,1
NE19 2BX,0,0,1
NE19 2AY,0,0,1
NE23 1PZ,0,0,9
NE19 2AF,0,0,3
NE19 2AD,0,0,2
NE23 2UJ,0,0,26
TD15 2BW,0,0,16
NE23 6SP,0,0,13
NE23 2XL,0,0,44
NE18 0AF,0,0,3
NE19 2BQ,0,0,2
NE18 0BL,0,0,1
NE23 6HN,0,0,22
CA8 7HT,0,0,2
NE20 0DP,0,0,1
NE15 0DB,0,0,4
NE15 0LY,0,0,3
NE23 6NL,0,0,10
NE19 2DN,0,0,2
NE26 4HQ,0,0,12
NE19 2RF,0,0,2
NE23 6PS,0,0,12
NE23 6PT,0,0,10
NE19 2RX,0,0,15
NE25 0JA,0,0,49
NE20 0RT,0,0,2
NE15 0ED,0,0,15
NE20 9RH,0,0,29
NE23 2AF,0,0,30
NE20 9BS,0,0,8
NE20 9PE,0,0,13
NE25 0HX,0,0,26
NE19 1LD,0,0,1
NE24 3AY,0,0,11
NE23 6AS,0,0,10
NE15 0EY,0,0,2
NE20 9JT,0,0,8
NE24 3HA,0,0,62
NE15 0BT,0,0,30
NE20 9AH,0,0,9
NE15 0NW,0,0,5
NE15 0NR,0,0,20
TD12 4TR,0,0,5
NE66 2JD,1,1,6
NE66 2HJ,1,1,1
NE23 6PR,0,0,28
NE23 6NJ,0,0,12
NE23 7EY,0,0,24
NE20 9RU,0,0,23
NE66 2LR,0,0,1
NE66 1QT,0,0,6
DH8 9RX,0,0,1
NE26 4HJ,0,0,6
NE23 7EH,0,0,16
NE23 8HW,0,0,33
NE23 8BB,0,0,0
NE23 2AB,0,0,24
NE23 7TH,0,0,8
NE23 2SD,0,0,14
NE20 9QP,0,0,50
NE23 6UX,0,0,28
NE66 2AF,0,0,3
NE66 3JE,0,0,1
NE66 2BB,0,1,4
NE23 6RR,0,0,12
NE23 6NU,0,0,15
NE23 6AJ,0,0,22
NE25 0RR,0,0,12
NE25 0DB,0,0,36
NE24 5NH,0,0,5
NE23 6AP,0,0,15
NE23 1DX,0,0,6
NE25 0PB,0,0,21
NE25 0TQ,0,0,6
NE66 1AP,0,0,43
NE23 2YF,0,0,30
NE20 9DU,0,0,26
NE66 1XL,0,0,48
NE23 1PU,0,0,20
NE23 1RW,0,0,16
NE25 0ET,0,0,20
NE66 2QE,0,0,48
NE23 6AT,0,0,18
NE66 2QD,0,0,18
NE66 1ER,0,0,33
NE20 9PU,0,0,5
NE20 9TD,0,0,14
NE66 1AH,0,0,5
NE18 0NG,0,0,2
NE20 9BX,2,2,8
NE20 9UD,0,0,8
NE19 1RU,0,0,1
NE19 1SN,0,0,1
NE66 2DL,0,1,2
NE25 0BQ,0,0,13
NE19 1TB,0,0,2
NE66 2UD,0,0,4
NE23 6PQ,0,0,56
NE66 1TR,0,0,27
NE66 1AL,0,0,7
NE25 0AB,0,0,6
NE25 0QP,0,0,17
NE66 3BQ,0,0,7
NE66 3XD,0,0,4
NE66 3XP,0,0,3
NE66 3XT,0,0,4
NE66 4BH,0,0,1
NE25 0PH,0,0,16
NE66 3SA,0,0,7
NE66 4SF,0,0,2
NE66 2XY,0,0,4
NE66 3XA,0,0,8
NE66 4AE,0,0,2
NE66 3LQ,0,0,6
NE66 2RR,0,0,5
NE66 2UU,0,0,10
NE66 1RL,0,0,36
NE25 0LR,0,0,4
NE23 3LL,0,0,11
NE23 7HA,0,0,19
NE66 3NQ,1,1,3
NE66 3BW,1,1,2
NE25 0FB,0,0,6
NE61 6LA,0,0,4
NE61 6NR,0,0,2
NE61 1BF,0,0,13
NE23 3LF,0,0,11
NE61 2XF,0,0,42
NE61 3YL,0,0,10
NE61 1YL,1,1,7
NE23 8JJ,0,0,10
NE61 2YW,0,0,2
NE48 2EW,2,2,1
NE61 3NB,0,0,1
NE61 2XH,0,0,15
NE61 2BX,0,0,2
NE63 0ET,0,0,8
NE61 6TU,0,0,3
NE61 3PS,0,0,40
NE61 1QQ,0,0,6
NE61 3PW,0,0,1
NE61 2YD,0,0,15
NE61 2AT,0,0,24
NE61 2JS,0,0,24
NE61 1BP,0,0,6
NE61 1UZ,0,0,8
NE63 8HW,0,0,5
NE61 2RE,0,0,8
NE61 2YU,0,0,4
NE65 0UH,0,0,9
NE64 6RT,1,1,0
NE61 3DW,1,1,5
NE48 4EF,0,0,3
NE22 5YA,0,0,8
NE25 0PL,0,0,15
TD15 2FU,1,1,0
NE46 2NX,0,0,5
NE67 5BH,2,2,17
NE22 6AH,0,0,8
NE48 3HJ,0,0,2
NE47 9AJ,0,0,2
NE49 9PB,0,0,48
NE61 6QN,0,0,3
NE15 0EQ,0,0,1
NE62 5UZ,0,0,1
NE22 7AB,0,0,2
NE22 6EX,0,0,4
NE48 2SL,1,1,17
NE23 8EZ,0,0,0
NE61 1RD,0,0,1
NE62 5RE,0,0,3
NE65 8HT,0,0,1
NE22 7FD,1,1,0
NE48 2EP,1,1,1
NE65 7JX,0,0,4
NE65 9TU,1,1,7
NE65 8LA,1,1,15
NE65 7NG,1,1,7
NE66 3NL,0,0,4
NE65 7ET,0,0,7
NE65 7LJ,0,0,3
NE67 5DS,0,0,2
NE66 3HR,0,0,8
NE65 9BL,0,0,14
NE65 0EU,0,0,7
NE65 0SL,0,0,8
NE66 2NJ,0,0,37
NE70 7HP,0,0,6
NE66 2AT,1,1,2
NE65 0RJ,0,0,14
NE65 0TN,0,0,2
NE61 4LG,0,0,6
NE65 8JE,0,0,4
NE65 8JG,1,1,4
NE66 3QQ,0,0,6
NE65 7JQ,0,0,2
NE65 7PP,0,0,2
NE65 9PD,0,0,3
NE65 8RN,0,0,2
NE66 4UZ,2,2,7
NE65 7AB,0,0,2
NE65 7AT,0,0,1
NE65 0QZ,0,0,22
NE65 0QA,0,0,21
NE45 5RT,0,0,3
NE24 4UP,0,0,0
NE65 0RZ,0,0,27
NE65 0HF,0,0,28
NE65 7TN,0,0,26
NE70 7LU,0,0,8
NE61 5JQ,0,0,3
NE24 4TW,2,2,0
NE65 8UN,1,1,3
NE65 0RN,0,0,11
NE70 7DD,0,0,6
NE65 8EP,0,0,32
TD15 2FW,0,0,23
NE65 7LX,0,0,4
NE65 7QX,0,0,5
NE66 1QG,1,1,1
NE65 9LU,0,0,3
TD15 2JE,0,0,16
NE70 7JB,0,0,1
NE65 9NG,0,0,35
NE65 7PN,0,0,3
NE65 7QT,0,0,4
NE71 6QT,0,0,5
NE65 0LY,0,0,8
NE65 0UE,0,0,7
TD12 4SA,0,0,1
NE65 0EG,0,0,7
NE65 0QE,0,0,12
NE65 7JA,0,0,3
NE49 0ER,0,0,1
TD15 2YS,0,0,10
TD15 2FF,0,0,15
NE22 6FH,0,0,0
NE71 6NT,0,0,36
NE65 7TP,0,0,2
NE48 2ER,1,1,3
NE65 8QU,1,1,1
NE71 6NB,0,0,6
NE47 7DT,0,0,25
NE67 5AR,0,0,6
NE66 1XG,1,1,1
NE66 3FP,0,0,1
NE70 7DE,0,0,4
NE66 2FB,0,0,1
NE65 8XQ,0,0,17
NE65 9RT,0,0,3
NE65 9EG,0,1,31
NE61 5YF,0,0,8
NE71 6NY,0,0,25
NE68 7RZ,2,2,9
NE61 5UF,0,0,38
NE61 5FA,0,0,0
NE61 4BB,0,0,7
NE61 5HR,0,0,31
NE61 5TH,0,0,28
NE68 7UD,0,0,1
NE71 6LP,0,0,5
NE61 5EW,0,0,0
NE61 4NS,0,0,1
NE61 4NP,0,0,1
NE66 2EX,1,1,0
NE61 5TT,0,0,11
NE61 4QY,0,0,2
NE61 4EY,0,0,5
TD12 4SB,0,0,7
NE61 5PF,0,0,64
NE42 6BU,0,0,0
NE61 4AP,0,0,2
NE61 5PE,0,0,8
NE61 3TR,0,0,4
NE61 3QQ,0,0,2
NE65 9TE,0,0,8
NE65 9UH,0,0,21
NE61 5LJ,0,0,30
NE61 4NN,0,0,1
NE61 3SN,1,1,6
NE61 4JR,0,0,1
NE61 5XE,0,0,6
NE61 3EQ,0,0,4
NE61 5HE,0,0,18
NE20 9BL,0,0,23
NE61 5EX,0,0,20
NE61 5BW,0,0,38
NE61 4JE,0,0,2
NE68 7YS,0,0,8
NE61 3EW,0,0,3
NE61 5EN,0,0,7
NE61 6HW,0,0,45
NE48 3DH,0,0,2
NE15 0JP,0,0,3
NE20 9UE,0,0,3
NE13 6BX,0,0,4
NE20 9HX,0,0,11
NE48 4BF,0,0,4
NE61 6NG,0,0,1
NE15 0JR,0,0,6
NE46 1HP,0,0,2
NE61 6HS,0,0,3
NE65 9TF,0,0,12
NE61 3UY,0,0,7
NE20 9SH,0,0,22
NE61 6AJ,0,0,2
NE61 6EB,0,0,2
NE61 6EU,0,0,8
NE48 2JU,0,0,3
NE48 3HZ,0,0,2
NE48 3JL,0,0,5
NE47 6BX,0,0,2
NE20 9NS,0,0,13
NE49 9HD,0,0,34
NE20 9BN,0,0,9
NE48 1NE,0,0,2
NE48 1JX,0,0,2
NE49 9LA,0,1,13
NE46 3JZ,0,0,18
NE48 3AL,0,0,3
NE49 0DT,0,0,4
NE46 1UE,0,0,60
NE46 2EX,0,0,6
NE48 2DS,0,0,22
NE46 1QU,0,0,8
NE47 7AU,0,0,4
NE45 5DZ,0,0,10
NE42 6RD,0,0,49
NE47 5NS,0,0,3
NE45 5JJ,0,0,24
NE42 5BJ,0,0,44
NE48 3BS,0,0,1
CA8 7BU,0,0,3
NE45 5EH,0,0,16
NE46 4HU,0,0,2
NE46 1UF,0,0,44
NE67 5JX,0,0,1
NE71 6XG,1,1,1
NE48 4AR,0,0,1
NE47 9LU,0,0,1
NE19 2LS,0,0,2
NE48 1DE,0,0,6
NE19 1LB,0,1,3
NE49 9HW,0,0,5
NE47 5BH,0,0,10
NE48 1LJ,1,1,1
NE48 1AN,0,0,1
NE48 1LB,0,0,2
NE47 8LA,0,0,1
NE46 1HQ,0,0,54
NE46 4DJ,0,0,10
NE49 9BB,0,0,13
NE46 2QD,0,0,36
NE47 0BU,0,0,4
NE46 4LG,0,0,4
NE46 3AW,0,0,29
NE42 6NE,0,0,63
NE46 2RB,0,0,42
NE46 3AY,0,0,15
NE46 1DF,0,0,8
NE46 3PZ,0,0,4
NE46 2HZ,0,0,42
NE43 7EN,0,0,41
NE42 6BD,0,0,21
NE42 6LF,0,0,11
NE45 5EB,0,0,11
NE46 2AX,0,0,14
NE47 9BT,0,0,6
NE46 2BD,0,0,24
NE46 2RA,0,0,10
NE42 6PA,0,0,43
NE42 6DB,0,0,4
NE46 1EN,0,0,1
NE46 2FD,0,0,6
NE49 9NG,0,0,1
NE46 4DW,0,0,4
NE42 6NH,0,0,36
NE43 7SZ,0,0,2
NE42 5DA,0,0,19
NE45 5BT,0,0,6
NE49 9BD,0,0,13
NE46 4AZ,0,0,2
NE49 9ED,0,0,13
NE46 4AD,0,0,12
NE46 2PE,0,0,5
NE49 9FA,0,0,8
NE48 3JP,0,0,2
NE46 3PW,0,0,6
NE48 3BA,0,0,1
NE49 0DP,0,0,4
NE46 1LH,0,0,4
NE42 5DY,0,0,32
NE42 5AP,0,0,48
NE42 5AX,0,0,60
NE43 7BA,0,0,3
NE42 6NT,0,0,44
NE42 5DZ,0,0,6
NE47 8LB,0,0,2
NE42 5DR,0,0,60
NE44 6DP,0,0,13
NE46 2BN,0,0,14
NE47 7DZ,0,0,5
NE45 5QE,0,0,1
NE46 2HL,0,0,4
NE42 5BE,0,0,11
NE42 6JL,0,0,46
NE41 8HX,0,0,14
NE47 6AJ,0,0,10
NE46 1HD,0,0,2
NE42 6PG,0,0,21
NE43 7ET,0,0,13
NE46 1HU,0,0,16
NE45 5HD,0,0,4
NE42 5LU,0,0,6
NE42 5AQ,0,0,32
NE48 3LH,0,0,7
NE46 3JQ,0,0,12
NE44 6AS,0,0,6
NE46 2NT,0,0,3
DH8 9LE,0,0,2
NE46 2ES,0,0,13
NE42 5FL,0,0,19
NE49 0QW,0,0,2
NE42 5FF,0,0,27
NE42 5FG,0,0,11
NE44 6DX,0,0,2
NE43 7RD,0,0,12
NE48 4AE,0,0,25
NE43 7HS,0,0,1
NE47 5BJ,0,0,2
NE46 4LB,0,0,5
NE46 4PS,0,0,2
NE41 8BD,0,0,13
NE49 0PN,0,0,1
NE45 5HA,0,0,2
NE47 9QN,0,0,2
NE46 4AS,0,0,4
NE49 9HH,0,0,8
NE43 7EU,0,0,4
NE19 2RR,0,0,4
NE47 9PU,0,0,2
NE42 5QU,0,0,26
NE42 5QY,0,0,36
NE43 7NG,0,0,17
NE46 2AY,0,0,6
NE47 5DT,0,0,19
NE42 5FJ,0,0,21
NE42 5LA,0,0,1
NE47 6LT,0,0,3
NE48 4AD,0,0,2
NE42 5FE,0,0,27
NE46 4RW,0,0,3
NE43 7HH,0,0,4
NE47 8AS,0,0,1
NE46 4RH,0,0,1
NE65 7UQ,0,0,3
NE43 7JL,0,0,1
NE42 6JR,0,0,0
NE41 8HP,0,0,1
NE47 9NG,0,0,1
NE46 4LD,0,0,2
NE47 0AQ,0,0,1
NE65 7AD,1,1,1
NE47 5DF,0,0,5
NE48 2BX,0,0,1
NE46 4TE,0,0,2
NE46 3QP,0,0,1
NE61 1SX,0,0,1
NE47 9SL,0,0,5
NE61 3JZ,0,0,2
NE48 3EG,0,0,1
NE61 3JH,0,0,1
NE65 9TA,0,0,3
NE65 8TF,0,0,0
NE65 9TT,0,0,12
NE61 6LR,0,0,1
NE61 6AP,0,0,1
NE65 7PF,0,0,2
NE61 5NE,0,0,5
NE71 6AU,0,0,3
NE71 6JF,0,0,13
NE24 5JN,0,0,1
NE71 6TL,0,0,1
NE20 0AH,0,0,5
NE61 3TZ,0,0,4
NE46 4BS,0,0,1
NE71 6QQ,0,0,1
NE65 7DW,0,0,2
NE47 7BW,0,0,1
NE25 0AG,0,0,1
NE65 7YR,0,0,2
NE66 4XN,0,0,5
NE47 0JG,0,0,2
NE66 4LX,0,0,1
CA8 7NR,0,0,1
NE71 6RG,0,0,3
NE66 1JL,1,1,0
NE47 0JJ,0,0,14
NE47 9QA,0,0,3
TD15 1LB,0,0,16
NE66 4BF,0,0,4
NE24 5HY,0,0,8
NE62 5QZ,0,0,10
TD12 4TG,0,0,1
NE70 7EB,8,8,0
NE24 4HP,2,3,0
NE26 4QJ,0,0,1
NE47 7AE,0,0,2
TD15 1RA,0,0,1
NE46 3SD,2,2,0
TD12 4UG,1,1,0
NE24 2DB,1,1,0
NE66 2EZ,1,1,0
NE46 3NA,1,1,0
NE61 3EA,0,0,0
NE23 8BJ,2,2,0
NE61 2NS,0,0,0
NE25 0DH,0,0,1
NE63 9WP,0,0,14
NE46 1AJ,4,4,0
NE24 2AZ,1,1,0
NE15 0NP,0,0,0
NE61 1HF,0,0,0
NE42 6HN,0,0,0
NE43 7NA,0,0,0
NE65 0AB,0,0,0
NE48 3HC,0,0,0
TD15 2XZ,0,0,0
NE23 9WF,0,0,0
NE20 9TQ,0,0,0
NE65 0SN,0,0,7
NE22 6PE,0,0,34
NE24 3UA,0,0,4
NE24 3UE,0,0,20
NE24 4GB,0,0,9
CA8 7JJ,0,0,7
NE62 5PT,0,0,5
NE23 2GD,0,0,8
NE24 5BD,0,0,7
NE24 1SE,0,0,22
NE25 0SF,0,0,10
NE24 2EJ,0,0,15
NE46 1RE,0,0,11
NE61 5SP,0,0,22
NE46 4EN,0,2,3
NE46 3NJ,6,7,0
NE46 3SG,11,11,1
NE66 4BE,5,5,8
TD15 2PJ,1,3,23
NE66 4HS,0,1,2
NE26 4QZ,5,5,21
NE24 4GJ,0,0,5
NE24 4BN,0,0,44
NE23 6XR,0,0,7
NE25 0NB,0,0,14
NE24 2DJ,1,1,0
NE64 6HG,2,2,0
NE22 5AA,5,5,15
NE46 2JR,0,0,4
NE61 6ER,0,0,4
NE20 0AN,0,0,3
DH8 9LH,1,1,9
NE65 0XS,4,4,12
NE66 2HB,1,1,4
TD12 4QL,2,2,14
NE26 4BZ,0,0,26
NE71 6EZ,0,0,15
NE63 0BD,0,0,20
NE63 0BQ,0,0,46
NE22 5AY,0,0,25
NE22 6AX,0,0,10
NE61 6BE,0,0,6
NE19 2PN,4,4,1
NE47 9HW,16,18,4
TD15 2XN,2,3,23
TD15 2TL,2,2,9
NE47 7EN,1,1,28
NE49 0JL,4,4,5
NE22 7HG,0,0,10
TD15 2XT,8,8,31
NE42 6NA,1,1,1
NE69 7AE,9,9,37
NE61 6UQ,0,0,30
NE45 5AW,14,14,17
NE63 9DS,0,0,24
NE47 5LA,3,3,5
NE22 5HD,0,0,24
NE22 5HE,2,2,41
NE65 8DP,2,2,0
NE65 7SL,8,8,18
